gid,id,team,p_seq,stattype,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,wp,lp,save,p_gs,p_gf,p_cg,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
BLG194204121,adame101,BLG,3,value,,,,,,,,,,,,,,,,,,,,,1,,,,1,,19420412,1,NOL01,h,NY6,1,0,0,exhibition,,
BLG194204121,barnb105,BLG,2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,19420412,1,NOL01,h,NY6,1,0,0,exhibition,,
BLG194204121,glovt101,BLG,1,value,,,,,,,,,,,,,,,,,,,,,,,,1,,,19420412,1,NOL01,h,NY6,1,0,0,exhibition,,
BLG194204122,barnd101,NY6,1,value,,,,,,1,,,,,,,,1,,,,,,,,1,,1,,,19420412,2,NOL01,v,BLG,0,1,0,exhibition,,
BLG194204122,saxot101,NY6,2,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19420412,2,NOL01,v,BLG,0,1,0,exhibition,,
BLG194204122,gainj102,BLG,1,value,12,,,0,,,,0,0,,,,,,,,,,,,1,,,1,,,19420412,2,NOL01,h,NY6,1,0,0,exhibition,,
BLG194204122,harvb101,BLG,2,value,9,,,0,,,,0,0,,,,,,,,,,,,,,1,,1,,19420412,2,NOL01,h,NY6,1,0,0,exhibition,,
CAG194204120,mossp101,MEM,1,value,18,,30,9,0,0,0,5,,4,0,,1,0,0,,0,,,,,,,1,,,19420412,0,LRK02,v,CAG,0,1,0,exhibition,y,
CAG194204120,hutcw101,MEM,2,value,3,,5,2,0,0,0,1,,0,0,,0,0,0,,0,,,,,,,,,,19420412,0,LRK02,v,CAG,0,1,0,exhibition,y,
CAG194204120,radct101,MEM,3,value,5,,8,3,0,0,0,2,,0,0,,0,0,0,,0,,,,,1,,,1,,19420412,0,LRK02,v,CAG,0,1,0,exhibition,y,
CAG194204120,hudsf101,CAG,1,value,9,,12,3,0,0,0,2,,2,0,,0,0,0,,0,,,,,,,1,,,19420412,0,LRK02,h,MEM,1,0,0,exhibition,y,
CAG194204120,jessg101,CAG,2,value,12,,16,4,0,0,0,3,,2,0,,0,0,0,,0,,,,,,,,,,19420412,0,LRK02,h,MEM,1,0,0,exhibition,y,
CAG194204120,burgp102,CAG,3,value,3,,6,3,0,0,0,2,,0,0,,0,0,0,,0,,,,,,,,,,19420412,0,LRK02,h,MEM,1,0,0,exhibition,y,
CAG194204120,cornw101,CAG,4,value,3,,3,0,0,0,0,0,,1,0,,0,0,0,,0,,,,1,,,,1,,19420412,0,LRK02,h,MEM,1,0,0,exhibition,y,
KCM194204120,britg103,JAX,3,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19420412,0,HOU04,v,KCM,0,1,0,exhibition,,
KCM194204120,henrp101,JAX,1,value,,,,,,,,,,,,,,,,,,,,,,,,1,,,19420412,0,HOU04,v,KCM,0,1,0,exhibition,,
KCM194204120,sarva101,JAX,2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,19420412,0,HOU04,v,KCM,0,1,0,exhibition,,
KCM194204120,johnc103,KCM,1,value,9,,,4,,,,1,,,,,,,,,,,,,,,,1,,,19420412,0,HOU04,h,JAX,1,0,0,exhibition,,
KCM194204120,paigs101,KCM,2,value,9,,,1,,,,0,,,,2,,,,,,,,,1,,,,,,19420412,0,HOU04,h,JAX,1,0,0,exhibition,,
KCM194204120,philn101,KCM,3,value,9,,9,0,,,,0,,,,,,,,,,,,,,,1,,1,,19420412,0,HOU04,h,JAX,1,0,0,exhibition,,
NW2194204120,day-l101,NW2,1,value,,,,,,,,,,,,,,,,,,,,,1,,,1,,,19420412,0,RIC04,h,HOM,1,0,0,exhibition,,
NW2194204120,hillj104,NW2,2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,19420412,0,RIC04,h,HOM,1,0,0,exhibition,,
NW2194204120,hobgf101,NW2,3,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19420412,0,RIC04,h,HOM,1,0,0,exhibition,,
KCM194204140,alleh106,JAX,1,value,12,,,,,0,1,3,,1,,5,0,0,0,,,,,,,1,,1,,,19420414,0,PTA01,v,KCM,0,1,0,exhibition,,
KCM194204140,henrp101,JAX,3,value,3,,,,,0,0,1,,2,,0,0,0,0,,,,,,,,,,1,,19420414,0,PTA01,v,KCM,0,1,0,exhibition,,
KCM194204140,sarva101,JAX,2,value,6,,,,,0,0,5,,1,,0,0,0,0,,,,,,,,,,,,19420414,0,PTA01,v,KCM,0,1,0,exhibition,,
KCM194204140,dougj102,KCM,3,value,9,,,2,0,0,0,0,0,0,,1,0,0,0,,,,,,,,1,,1,,19420414,0,PTA01,h,JAX,1,0,0,exhibition,,
KCM194204140,lamaj102,KCM,1,value,12,,,2,0,0,0,0,0,4,,5,0,0,0,,,,,,1,,,1,,,19420414,0,PTA01,h,JAX,1,0,0,exhibition,,
KCM194204140,paigs101,KCM,2,value,6,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,19420414,0,PTA01,h,JAX,1,0,0,exhibition,,
KCM194204150,henrp101,JAX,2,value,15,,,5,,0,0,8,,2,,4,0,0,0,,,,,,,1,,,1,,19420415,0,PTA01,v,KCM,0,1,0,exhibition,,
KCM194204150,philn101,JAX,1,value,9,,,2,,0,0,2,,1,,3,0,0,0,,,,,,,,,1,,,19420415,0,PTA01,v,KCM,0,1,0,exhibition,,
KCM194204150,bradf104,KCM,2,value,9,,,,,0,0,3,,0,,5,0,0,0,,,,,,,,,,,,19420415,0,PTA01,h,JAX,1,0,0,exhibition,,
KCM194204150,gurlu101,KCM,1,value,3,,,,,0,0,3,,1,,1,0,0,0,,,,,,,,,1,,,19420415,0,PTA01,h,JAX,1,0,0,exhibition,,
KCM194204150,paigs101,KCM,3,value,6,,,1,,0,0,1,0,1,,0,0,0,0,,,,,,,,,,,,19420415,0,PTA01,h,JAX,1,0,0,exhibition,,
KCM194204150,smith111,KCM,4,value,9,,,,,0,0,2,,1,,1,0,0,0,,,,,,1,,,,1,,19420415,0,PTA01,h,JAX,1,0,0,exhibition,,
NW2194204150,hamij104,HOM,2,value,9,,,,,,1,,,,,,,,,,,,,,,,,,1,,19420415,0,RAL01,v,NW2,1,0,0,exhibition,,
NW2194204150,wrigj105,HOM,1,value,15,,,,,,1,,,,,,,,,,,,,,1,,,1,,,19420415,0,RAL01,v,NW2,1,0,0,exhibition,,
NW2194204150,hookl101,NW2,1,value,18,,,,,,1,,,,,,,,,,,,,,,1,,1,,,19420415,0,RAL01,h,HOM,0,1,0,exhibition,,
NW2194204150,mannm101,NW2,2,value,9,,,,,,1,,,,,,,,,,,,,,,,,,1,,19420415,0,RAL01,h,HOM,0,1,0,exhibition,,
BIR194204160,hoskd101,CAG,1,value,12,,23,7,0,0,0,5,,2,0,3,0,0,0,,0,,,,,1,,1,,,19420416,0,BIR01,v,BIR,0,1,0,exhibition,y,
BIR194204160,evanu102,CAG,2,value,12,,20,3,0,0,0,2,,4,0,3,0,0,0,,0,,,,,,,,1,,19420416,0,BIR01,v,BIR,0,1,0,exhibition,y,
BIR194204160,gipsa101,BIR,1,value,18,,23,3,0,0,0,2,,2,0,7,0,0,0,1,0,,,,1,,,1,,,19420416,0,BIR01,h,CAG,1,0,0,exhibition,y,
BIR194204160,bankd101,BIR,2,value,3,,6,2,0,0,0,1,,1,0,2,0,0,0,0,0,,,,,,,,,,19420416,0,BIR01,h,CAG,1,0,0,exhibition,y,
BIR194204160,markj101,BIR,3,value,6,,7,1,0,0,0,0,,0,0,2,0,0,0,0,0,,,,,,,,1,,19420416,0,BIR01,h,CAG,1,0,0,exhibition,y,
KCM194204160,alleh106,JAX,3,value,9,,,,,,0,,,4,,1,0,0,0,,,,,,,,,,1,,19420416,0,PTA01,v,KCM,0,1,0,exhibition,,
KCM194204160,pattu101,JAX,1,value,9,,,,,,1,,,0,,0,0,0,0,,,,,,,,,1,,,19420416,0,PTA01,v,KCM,0,1,0,exhibition,,
KCM194204160,sarva101,JAX,2,value,6,,,,,,0,,,0,,0,0,0,0,,,,,,,1,,,,,19420416,0,PTA01,v,KCM,0,1,0,exhibition,,
KCM194204160,granu101,KCM,1,value,6,,,4,,,,7,,3,,0,2,0,0,,,,,,,,,1,,,19420416,0,PTA01,h,JAX,1,0,0,exhibition,,
KCM194204160,johnc103,KCM,2,value,6,,,,,,,0,,1,,0,0,0,0,,,,,,,,,,,,19420416,0,PTA01,h,JAX,1,0,0,exhibition,,
KCM194204160,mcdab101,KCM,4,value,9,,,,,,,1,,0,,3,0,0,0,,,,,,,,,,1,,19420416,0,PTA01,h,JAX,1,0,0,exhibition,,
KCM194204160,paigs101,KCM,3,value,6,,,2,,,,1,,1,,3,0,0,0,,,,,,1,,,,,,19420416,0,PTA01,h,JAX,1,0,0,exhibition,,
BIR194204191,bradf104,KCM,1,value,12,,18,5,0,0,0,2,2,1,0,4,0,0,0,1,0,,,,,1,,1,,,19420419,1,BIR01,v,BIR,0,1,0,exhibition,y,
BIR194204191,smith111,KCM,2,value,3,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,19420419,1,BIR01,v,BIR,0,1,0,exhibition,y,
BIR194204191,philn101,KCM,3,value,9,,11,4,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,1,,19420419,1,BIR01,v,BIR,0,1,0,exhibition,y,
BIR194204191,pipkd101,BIR,1,value,25,,35,8,0,0,0,1,,0,0,5,0,0,0,0,0,,,,1,,,1,,,19420419,1,BIR01,h,KCM,1,0,0,exhibition,y,
BIR194204191,markj101,BIR,2,value,2,,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,1,,1,,19420419,1,BIR01,h,KCM,1,0,0,exhibition,y,
BIR194204192,mcdab101,KCM,1,value,21,,,11,,,,6,,,,,,,,,,,,,1,,,1,,1,19420419,2,BIR01,v,BIR,1,0,0,exhibition,,
BIR194204192,bankd101,BIR,1,value,,,,,,,,,,,,,,,,,,,,,,,,1,,,19420419,2,BIR01,h,KCM,0,1,0,exhibition,,
BIR194204192,gipsa101,BIR,2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,19420419,2,BIR01,h,KCM,0,1,0,exhibition,,
BIR194204192,markj101,BIR,3,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19420419,2,BIR01,h,KCM,0,1,0,exhibition,,
BLG194204190,morrb104,NY6,1,value,15,,23,6,0,0,0,2,2,1,0,,0,0,0,,0,,,,1,,,1,,,19420419,0,ATL04,v,BLG,1,0,0,exhibition,y,
BLG194204190,barnd101,NY6,2,value,12,,18,5,0,0,0,2,2,0,0,,0,0,0,,0,,,,,,,,1,,19420419,0,ATL04,v,BLG,1,0,0,exhibition,y,
BLG194204190,barnb105,BLG,1,value,15,,24,4,0,0,0,3,,4,0,,0,0,0,,0,,,,,1,,1,,,19420419,0,ATL04,h,NY6,0,1,0,exhibition,y,
BLG194204190,adame101,BLG,2,value,12,,19,3,0,0,0,3,,2,0,,0,0,0,,0,,,,,,,,1,,19420419,0,ATL04,h,NY6,0,1,0,exhibition,y,
HOM194204191,hobgf101,NW2,1,value,15,3,25,2,0,0,0,4,,4,0,4,2,0,0,,0,,,,1,,,1,,,19420419,1,WAS09,v,HOM,1,0,0,exhibition,y,
HOM194204191,hillj104,NW2,2,value,12,,18,4,0,0,0,4,,0,0,1,0,0,0,,0,,,,,,1,,1,,19420419,1,WAS09,v,HOM,1,0,0,exhibition,y,
HOM194204191,wrigj105,HOM,1,value,21,,38,12,0,0,0,8,,5,0,7,0,0,0,,0,,,,,1,,1,,,19420419,1,WAS09,h,NW2,0,1,0,exhibition,y,
